kmeans_cluster,mean_return,volatility,max_drawdown,avg_volume,rsi
0,0.0005730117848088833,0.036902014289424474,-0.48695756098519033,12158627628.393442,50.38292808177454
1,-0.0010879793496789843,0.05016412986146762,-0.6855166578771275,2377294395.6974044,46.760621097033145
2,1.8195711960817088e-05,0.0219463940887699,-0.32146980484614385,52966541896.31694,50.87653944317785
